 Variant= 
 b
  1  2  3  4
 A
  5.50000 -2.60000  1.00000 -1.70000
 -2.60000  7.50000 -2.50000 -0.40000
  1.00000 -2.50000  0.90000  0.40000
 -1.70000 -0.40000  0.40000  4.90000
 Решение прямым методом квадратного корня 
 x*
  -4.27547946212065  26.9193180983173  85.2733485193622  -5.43059739878021
 Норма матрицы=10.08864
 Метод простой итерации
                        |   Норма   | Норма      |  Оценка   |
 Itr    |  tau |  q     |  невязки  |погрешности |Погрешности|    x[1]    x[2]     x[3]    x[4]
838   | 0.2129 |  0.993 | 0.0282031 |  0.0510512 | 0.8711430 | -4.26046 26.83922 85.01207 -5.41025 
839   | 0.1843 |  0.993 | 0.0323540 |  0.0507018 | 0.8651800 | -4.25954 26.83825 85.01424 -5.41056 
840   | 0.2129 |  0.993 | 0.0278183 |  0.0503547 | 0.8592578 | -4.26066 26.84031 85.01564 -5.41053 
841   | 0.1843 |  0.993 | 0.0319126 |  0.0500101 | 0.8533762 | -4.25976 26.83936 85.01777 -5.41084 
842   | 0.2129 |  0.993 | 0.0274388 |  0.0496677 | 0.8475348 | -4.26086 26.84139 85.01915 -5.41081 
843   | 0.1843 |  0.993 | 0.0314772 |  0.0493278 | 0.8417334 | -4.25997 26.84045 85.02126 -5.41111 
844   | 0.2129 |  0.993 | 0.0270644 |  0.0489901 | 0.8359717 | -4.26106 26.84245 85.02262 -5.41108 
845   | 0.1843 |  0.993 | 0.0310478 |  0.0486548 | 0.8302495 | -4.26018 26.84152 85.02470 -5.41137 
846   | 0.2129 |  0.993 | 0.0266952 |  0.0483217 | 0.8245664 | -4.26126 26.84350 85.02604 -5.41134 
847   | 0.1843 |  0.993 | 0.0306242 |  0.0479910 | 0.8189222 | -4.26039 26.84259 85.02809 -5.41163 
848   | 0.2129 |  0.993 | 0.0263310 |  0.0476625 | 0.8133167 | -4.26145 26.84454 85.02942 -5.41160 
849   | 0.1843 |  0.993 | 0.0302063 |  0.0473362 | 0.8077495 | -4.26060 26.84363 85.03144 -5.41189 
850   | 0.2129 |  0.993 | 0.0259717 |  0.0470122 | 0.8022205 | -4.26165 26.84556 85.03274 -5.41186 
851   | 0.1843 |  0.993 | 0.0297942 |  0.0466904 | 0.7967292 | -4.26080 26.84467 85.03474 -5.41215 
852   | 0.2129 |  0.993 | 0.0256174 |  0.0463708 | 0.7912756 | -4.26183 26.84656 85.03603 -5.41212 
853   | 0.1843 |  0.993 | 0.0293877 |  0.0460534 | 0.7858593 | -4.26100 26.84568 85.03799 -5.41240 
854   | 0.2129 |  0.993 | 0.0252679 |  0.0457382 | 0.7804801 | -4.26202 26.84756 85.03927 -5.41237 
855   | 0.1843 |  0.993 | 0.0289868 |  0.0454251 | 0.7751377 | -4.26120 26.84669 85.04120 -5.41265 
856   | 0.2129 |  0.993 | 0.0249231 |  0.0451141 | 0.7698318 | -4.26220 26.84853 85.04246 -5.41262 
857   | 0.1843 |  0.993 | 0.0285913 |  0.0448053 | 0.7645623 | -4.26139 26.84768 85.04437 -5.41289 
858   | 0.2129 |  0.993 | 0.0245831 |  0.0444986 | 0.7593289 | -4.26238 26.84950 85.04561 -5.41287 
859   | 0.1843 |  0.993 | 0.0282013 |  0.0441941 | 0.7541313 | -4.26159 26.84866 85.04750 -5.41313 
860   | 0.2129 |  0.993 | 0.0242477 |  0.0438915 | 0.7489692 | -4.26256 26.85045 85.04872 -5.41311 
861   | 0.1843 |  0.993 | 0.0278165 |  0.0435911 | 0.7438425 | -4.26178 26.84962 85.05058 -5.41337 
862   | 0.2129 |  0.993 | 0.0239169 |  0.0432927 | 0.7387509 | -4.26274 26.85139 85.05178 -5.41335 
863   | 0.1843 |  0.993 | 0.0274370 |  0.0429964 | 0.7336941 | -4.26196 26.85057 85.05362 -5.41361 
864   | 0.2129 |  0.993 | 0.0235906 |  0.0427021 | 0.7286720 | -4.26291 26.85232 85.05480 -5.41358 
865   | 0.1843 |  0.993 | 0.0270627 |  0.0424098 | 0.7236842 | -4.26215 26.85151 85.05661 -5.41384 
866   | 0.2129 |  0.993 | 0.0232687 |  0.0421195 | 0.7187306 | -4.26309 26.85323 85.05779 -5.41381 
867   | 0.1843 |  0.993 | 0.0266934 |  0.0418312 | 0.7138108 | -4.26233 26.85243 85.05957 -5.41407 
868   | 0.2129 |  0.993 | 0.0229513 |  0.0415448 | 0.7089248 | -4.26325 26.85413 85.06073 -5.41404 
869   | 0.1843 |  0.993 | 0.0263293 |  0.0412605 | 0.7040722 | -4.26251 26.85335 85.06249 -5.41429 
870   | 0.2129 |  0.993 | 0.0226382 |  0.0409780 | 0.6992528 | -4.26342 26.85502 85.06363 -5.41427 
871   | 0.1843 |  0.993 | 0.0259700 |  0.0406975 | 0.6944664 | -4.26268 26.85425 85.06536 -5.41452 
872   | 0.2129 |  0.993 | 0.0223293 |  0.0404190 | 0.6897127 | -4.26359 26.85590 85.06649 -5.41449 
873   | 0.1843 |  0.993 | 0.0256157 |  0.0401423 | 0.6849916 | -4.26286 26.85514 85.06820 -5.41474 
874   | 0.2129 |  0.993 | 0.0220247 |  0.0398675 | 0.6803029 | -4.26375 26.85677 85.06931 -5.41471 
875   | 0.1843 |  0.993 | 0.0252663 |  0.0395946 | 0.6756462 | -4.26303 26.85601 85.07100 -5.41495 
876   | 0.2129 |  0.993 | 0.0217242 |  0.0393236 | 0.6710214 | -4.26391 26.85762 85.07209 -5.41493 
877   | 0.1843 |  0.993 | 0.0249215 |  0.0390544 | 0.6664282 | -4.26320 26.85687 85.07376 -5.41516 
878   | 0.2129 |  0.993 | 0.0214278 |  0.0387871 | 0.6618665 | -4.26407 26.85846 85.07484 -5.41514 
879   | 0.1843 |  0.993 | 0.0245815 |  0.0385216 | 0.6573360 | -4.26337 26.85773 85.07648 -5.41538 
880   | 0.2129 |  0.993 | 0.0211354 |  0.0382579 | 0.6528365 | -4.26422 26.85929 85.07755 -5.41535 
881   | 0.1843 |  0.993 | 0.0242462 |  0.0379960 | 0.6483678 | -4.26353 26.85857 85.07917 -5.41558 
882   | 0.2129 |  0.993 | 0.0208471 |  0.0377360 | 0.6439297 | -4.26438 26.86011 85.08022 -5.41556 
883   | 0.1843 |  0.993 | 0.0239154 |  0.0374777 | 0.6395220 | -4.26370 26.85940 85.08182 -5.41579 
884   | 0.2129 |  0.993 | 0.0205627 |  0.0372211 | 0.6351445 | -4.26453 26.86092 85.08285 -5.41577 
885   | 0.1843 |  0.993 | 0.0235891 |  0.0369663 | 0.6307969 | -4.26386 26.86021 85.08443 -5.41599 
886   | 0.2129 |  0.993 | 0.0202821 |  0.0367133 | 0.6264791 | -4.26468 26.86172 85.08545 -5.41597 
887   | 0.1843 |  0.993 | 0.0232673 |  0.0364620 | 0.6221908 | -4.26402 26.86102 85.08701 -5.41619 
888   | 0.2129 |  0.993 | 0.0200054 |  0.0362124 | 0.6179319 | -4.26482 26.86250 85.08802 -5.41617 
889   | 0.1843 |  0.993 | 0.0229498 |  0.0359645 | 0.6137022 | -4.26417 26.86181 85.08955 -5.41639 
890   | 0.2129 |  0.993 | 0.0197325 |  0.0357184 | 0.6095014 | -4.26497 26.86328 85.09055 -5.41636 
891   | 0.1843 |  0.993 | 0.0226367 |  0.0354739 | 0.6053293 | -4.26433 26.86260 85.09206 -5.41658 
892   | 0.2129 |  0.993 | 0.0194633 |  0.0352311 | 0.6011858 | -4.26511 26.86404 85.09304 -5.41656 
893   | 0.1843 |  0.993 | 0.0223279 |  0.0349899 | 0.5970707 | -4.26448 26.86337 85.09453 -5.41677 
894   | 0.2129 |  0.993 | 0.0191977 |  0.0347504 | 0.5929837 | -4.26525 26.86479 85.09550 -5.41675 
895   | 0.1843 |  0.993 | 0.0220232 |  0.0345125 | 0.5889247 | -4.26463 26.86414 85.09697 -5.41696 
896   | 0.2129 |  0.993 | 0.0189358 |  0.0342763 | 0.5848935 | -4.26539 26.86554 85.09793 -5.41694 
897   | 0.1843 |  0.993 | 0.0217228 |  0.0340417 | 0.5808899 | -4.26478 26.86489 85.09938 -5.41715 
898   | 0.2129 |  0.993 | 0.0186775 |  0.0338086 | 0.5769137 | -4.26553 26.86627 85.10032 -5.41713 
899   | 0.1843 |  0.993 | 0.0214264 |  0.0335772 | 0.5729647 | -4.26492 26.86563 85.10175 -5.41733 
900   | 0.2129 |  0.993 | 0.0184226 |  0.0333474 | 0.5690428 | -4.26567 26.86700 85.10268 -5.41731 
901   | 0.1843 |  0.993 | 0.0211341 |  0.0331191 | 0.5651477 | -4.26507 26.86636 85.10409 -5.41751 
902   | 0.2129 |  0.993 | 0.0181713 |  0.0328924 | 0.5612792 | -4.26580 26.86771 85.10501 -5.41749 
903   | 0.1843 |  0.993 | 0.0208457 |  0.0326673 | 0.5574372 | -4.26521 26.86709 85.10640 -5.41769 
904   | 0.2129 |  0.993 | 0.0179234 |  0.0324437 | 0.5536216 | -4.26593 26.86841 85.10731 -5.41767 
905   | 0.1843 |  0.993 | 0.0205613 |  0.0322216 | 0.5498320 | -4.26535 26.86780 85.10868 -5.41786 
906   | 0.2129 |  0.993 | 0.0176788 |  0.0320010 | 0.5460684 | -4.26606 26.86911 85.10957 -5.41785 
907   | 0.1843 |  0.993 | 0.0202808 |  0.0317820 | 0.5423306 | -4.26549 26.86850 85.11093 -5.41804 
908   | 0.2129 |  0.993 | 0.0174376 |  0.0315644 | 0.5386183 | -4.26619 26.86979 85.11181 -5.41802 
909   | 0.1843 |  0.993 | 0.0200041 |  0.0313484 | 0.5349314 | -4.26562 26.86920 85.11314 -5.41821 
910   | 0.2129 |  0.993 | 0.0171997 |  0.0311338 | 0.5312698 | -4.26632 26.87047 85.11401 -5.41819 
911   | 0.1843 |  0.993 | 0.0197312 |  0.0309207 | 0.5276333 | -4.26576 26.86988 85.11533 -5.41838 
912   | 0.2129 |  0.993 | 0.0169651 |  0.0307090 | 0.5240216 | -4.26644 26.87114 85.11618 -5.41836 
913   | 0.1843 |  0.993 | 0.0194620 |  0.0304988 | 0.5204347 | -4.26589 26.87055 85.11748 -5.41855 
914   | 0.2129 |  0.993 | 0.0167336 |  0.0302901 | 0.5168723 | -4.26657 26.87179 85.11833 -5.41853 
915   | 0.1843 |  0.993 | 0.0191965 |  0.0300827 | 0.5133343 | -4.26602 26.87122 85.11961 -5.41871 
916   | 0.2129 |  0.993 | 0.0165053 |  0.0298768 | 0.5098205 | -4.26669 26.87244 85.12044 -5.41869 
917   | 0.1843 |  0.993 | 0.0189346 |  0.0296723 | 0.5063308 | -4.26615 26.87188 85.12171 -5.41887 
918   | 0.2129 |  0.993 | 0.0162801 |  0.0294692 | 0.5028649 | -4.26681 26.87308 85.12253 -5.41885 
919   | 0.1843 |  0.993 | 0.0186763 |  0.0292675 | 0.4994228 | -4.26628 26.87252 85.12378 -5.41903 
920   | 0.2129 |  0.993 | 0.0160580 |  0.0290671 | 0.4960042 | -4.26693 26.87371 85.12459 -5.41901 
921   | 0.1843 |  0.993 | 0.0184215 |  0.0288682 | 0.4926091 | -4.26640 26.87316 85.12582 -5.41919 
922   | 0.2129 |  0.993 | 0.0158389 |  0.0286706 | 0.4892371 | -4.26704 26.87433 85.12662 -5.41917 
923   | 0.1843 |  0.993 | 0.0181701 |  0.0284743 | 0.4858883 | -4.26653 26.87379 85.12783 -5.41935 
924   | 0.2129 |  0.993 | 0.0156229 |  0.0282794 | 0.4825624 | -4.26716 26.87495 85.12862 -5.41933 
925   | 0.1843 |  0.993 | 0.0179222 |  0.0280858 | 0.4792592 | -4.26665 26.87441 85.12982 -5.41950 
926   | 0.2129 |  0.993 | 0.0154097 |  0.0278936 | 0.4759787 | -4.26727 26.87555 85.13059 -5.41948 
927   | 0.1843 |  0.993 | 0.0176777 |  0.0277027 | 0.4727206 | -4.26677 26.87502 85.13177 -5.41965 
928   | 0.2129 |  0.993 | 0.0151995 |  0.0275130 | 0.4694848 | -4.26738 26.87615 85.13254 -5.41963 
929   | 0.1843 |  0.993 | 0.0174365 |  0.0273247 | 0.4662712 | -4.26689 26.87563 85.13371 -5.41980 
930   | 0.2129 |  0.993 | 0.0149921 |  0.0271377 | 0.4630796 | -4.26749 26.87674 85.13446 -5.41978 
931   | 0.1843 |  0.993 | 0.0171986 |  0.0269519 | 0.4599098 | -4.26701 26.87623 85.13561 -5.41995 
932   | 0.2129 |  0.993 | 0.0147876 |  0.0267674 | 0.4567617 | -4.26760 26.87732 85.13636 -5.41993 
933   | 0.1843 |  0.993 | 0.0169640 |  0.0265842 | 0.4536351 | -4.26712 26.87681 85.13749 -5.42009 
934   | 0.2129 |  0.993 | 0.0145858 |  0.0264022 | 0.4505300 | -4.26771 26.87789 85.13822 -5.42008 
935   | 0.1843 |  0.993 | 0.0167326 |  0.0262215 | 0.4474461 | -4.26724 26.87739 85.13934 -5.42024 
936   | 0.2129 |  0.993 | 0.0143868 |  0.0260420 | 0.4443833 | -4.26782 26.87846 85.14007 -5.42022 
937   | 0.1843 |  0.993 | 0.0165043 |  0.0258638 | 0.4413415 | -4.26735 26.87796 85.14117 -5.42038 
938   | 0.2129 |  0.993 | 0.0141905 |  0.0256867 | 0.4383205 | -4.26792 26.87902 85.14189 -5.42036 
939   | 0.1843 |  0.993 | 0.0162791 |  0.0255109 | 0.4353202 | -4.26746 26.87853 85.14298 -5.42052 
940   | 0.2129 |  0.993 | 0.0139969 |  0.0253363 | 0.4323404 | -4.26802 26.87957 85.14368 -5.42050 
941   | 0.1843 |  0.993 | 0.0160570 |  0.0251628 | 0.4293810 | -4.26757 26.87909 85.14475 -5.42065 
942   | 0.2129 |  0.993 | 0.0138060 |  0.0249906 | 0.4264419 | -4.26813 26.88011 85.14545 -5.42064 
943   | 0.1843 |  0.993 | 0.0158379 |  0.0248195 | 0.4235229 | -4.26768 26.87963 85.14651 -5.42079 
944   | 0.2129 |  0.993 | 0.0136176 |  0.0246497 | 0.4206239 | -4.26823 26.88064 85.14719 -5.42077 
945   | 0.1843 |  0.993 | 0.0156219 |  0.0244809 | 0.4177447 | -4.26778 26.88018 85.14824 -5.42092 
946   | 0.2129 |  0.993 | 0.0134318 |  0.0243134 | 0.4148852 | -4.26832 26.88117 85.14892 -5.42091 
947   | 0.1843 |  0.993 | 0.0154087 |  0.0241469 | 0.4120453 | -4.26789 26.88071 85.14995 -5.42106 
948   | 0.2129 |  0.993 | 0.0132486 |  0.0239816 | 0.4092249 | -4.26842 26.88169 85.15061 -5.42104 
949   | 0.1843 |  0.993 | 0.0151985 |  0.0238175 | 0.4064237 | -4.26799 26.88124 85.15163 -5.42119 
950   | 0.2129 |  0.993 | 0.0130678 |  0.0236545 | 0.4036418 | -4.26852 26.88220 85.15229 -5.42117 
951   | 0.1843 |  0.993 | 0.0149911 |  0.0234925 | 0.4008788 | -4.26809 26.88176 85.15329 -5.42131 
952   | 0.2129 |  0.993 | 0.0128895 |  0.0233317 | 0.3981348 | -4.26861 26.88271 85.15394 -5.42130 
953   | 0.1843 |  0.993 | 0.0147866 |  0.0231720 | 0.3954096 | -4.26819 26.88227 85.15493 -5.42144 
954   | 0.2129 |  0.993 | 0.0127137 |  0.0230134 | 0.3927030 | -4.26871 26.88321 85.15557 -5.42143 
955   | 0.1843 |  0.993 | 0.0145849 |  0.0228559 | 0.3900149 | -4.26829 26.88277 85.15654 -5.42157 
956   | 0.2129 |  0.993 | 0.0125402 |  0.0226994 | 0.3873452 | -4.26880 26.88370 85.15718 -5.42155 
957   | 0.1843 |  0.993 | 0.0143859 |  0.0225441 | 0.3846939 | -4.26839 26.88327 85.15814 -5.42169 
958   | 0.2129 |  0.993 | 0.0123691 |  0.0223897 | 0.3820606 | -4.26889 26.88419 85.15876 -5.42168 
959   | 0.1843 |  0.993 | 0.0141896 |  0.0222365 | 0.3794454 | -4.26849 26.88376 85.15971 -5.42181 
960   | 0.2129 |  0.993 | 0.0122004 |  0.0220843 | 0.3768481 | -4.26898 26.88467 85.16032 -5.42180 
961   | 0.1843 |  0.993 | 0.0139960 |  0.0219331 | 0.3742686 | -4.26858 26.88425 85.16126 -5.42193 
962   | 0.2129 |  0.993 | 0.0120339 |  0.0217830 | 0.3717067 | -4.26907 26.88514 85.16187 -5.42192 
963   | 0.1843 |  0.993 | 0.0138051 |  0.0216339 | 0.3691623 | -4.26868 26.88473 85.16279 -5.42205 
964   | 0.2129 |  0.993 | 0.0118697 |  0.0214858 | 0.3666354 | -4.26916 26.88561 85.16339 -5.42204 
965   | 0.1843 |  0.993 | 0.0136167 |  0.0213387 | 0.3641258 | -4.26877 26.88520 85.16430 -5.42217 
966   | 0.2129 |  0.993 | 0.0117078 |  0.0211927 | 0.3616333 | -4.26924 26.88607 85.16489 -5.42215 
967   | 0.1843 |  0.993 | 0.0134310 |  0.0210476 | 0.3591580 | -4.26886 26.88567 85.16578 -5.42228 
968   | 0.2129 |  0.993 | 0.0115481 |  0.0209035 | 0.3566995 | -4.26933 26.88652 85.16637 -5.42227 
969   | 0.1843 |  0.993 | 0.0132477 |  0.0207604 | 0.3542579 | -4.26895 26.88612 85.16725 -5.42239 
970   | 0.2129 |  0.993 | 0.0113905 |  0.0206183 | 0.3518330 | -4.26941 26.88697 85.16783 -5.42238 
971   | 0.1843 |  0.993 | 0.0130670 |  0.0204772 | 0.3494247 | -4.26904 26.88658 85.16870 -5.42251 
972   | 0.2129 |  0.993 | 0.0112351 |  0.0203370 | 0.3470329 | -4.26949 26.88741 85.16927 -5.42249 
973   | 0.1843 |  0.993 | 0.0128887 |  0.0201978 | 0.3446574 | -4.26913 26.88702 85.17013 -5.42262 
974   | 0.2129 |  0.993 | 0.0110818 |  0.0200596 | 0.3422982 | -4.26958 26.88784 85.17069 -5.42260 
975   | 0.1843 |  0.993 | 0.0127129 |  0.0199223 | 0.3399552 | -4.26922 26.88746 85.17154 -5.42273 
976   | 0.2129 |  0.993 | 0.0109306 |  0.0197859 | 0.3376282 | -4.26966 26.88827 85.17209 -5.42271 
977   | 0.1843 |  0.993 | 0.0125394 |  0.0196505 | 0.3353171 | -4.26930 26.88790 85.17292 -5.42283 
978   | 0.2129 |  0.993 | 0.0107815 |  0.0195159 | 0.3330219 | -4.26974 26.88870 85.17347 -5.42282 
979   | 0.1843 |  0.993 | 0.0123683 |  0.0193824 | 0.3307423 | -4.26939 26.88833 85.17430 -5.42294 
980   | 0.2129 |  0.993 | 0.0106344 |  0.0192497 | 0.3284784 | -4.26981 26.88912 85.17483 -5.42293 
981   | 0.1843 |  0.993 | 0.0121996 |  0.0191179 | 0.3262299 | -4.26947 26.88875 85.17565 -5.42304 
982   | 0.2129 |  0.993 | 0.0104893 |  0.0189871 | 0.3239969 | -4.26989 26.88953 85.17617 -5.42303 
983   | 0.1843 |  0.993 | 0.0120332 |  0.0188571 | 0.3217791 | -4.26955 26.88917 85.17698 -5.42315 
984   | 0.2129 |  0.993 | 0.0103462 |  0.0187280 | 0.3195765 | -4.26997 26.88993 85.17750 -5.42313 
985   | 0.1843 |  0.993 | 0.0118690 |  0.0185998 | 0.3173890 | -4.26963 26.88958 85.17829 -5.42325 
986   | 0.2129 |  0.993 | 0.0102051 |  0.0184725 | 0.3152165 | -4.27004 26.89033 85.17881 -5.42324 
987   | 0.1843 |  0.993 | 0.0117071 |  0.0183461 | 0.3130588 | -4.26971 26.88998 85.17959 -5.42335 
988   | 0.2129 |  0.993 | 0.0100658 |  0.0182205 | 0.3109159 | -4.27012 26.89073 85.18010 -5.42334 
989   | 0.1843 |  0.993 | 0.0115473 |  0.0180958 | 0.3087877 | -4.26979 26.89039 85.18087 -5.42345 
990   | 0.2129 |  0.993 | 0.0099285 |  0.0179719 | 0.3066740 | -4.27019 26.89112 85.18137 -5.42344 
991   | 0.1843 |  0.993 | 0.0113898 |  0.0178489 | 0.3045749 | -4.26987 26.89078 85.18213 -5.42354 
992   | 0.2129 |  0.993 | 0.0097930 |  0.0177267 | 0.3024900 | -4.27026 26.89151 85.18263 -5.42353 
993   | 0.1843 |  0.993 | 0.0112344 |  0.0176054 | 0.3004195 | -4.26994 26.89117 85.18338 -5.42364 
994   | 0.2129 |  0.993 | 0.0096594 |  0.0174849 | 0.2983631 | -4.27033 26.89188 85.18386 -5.42363 
995   | 0.1843 |  0.993 | 0.0110811 |  0.0173652 | 0.2963208 | -4.27002 26.89155 85.18460 -5.42374 
996   | 0.2129 |  0.993 | 0.0095277 |  0.0172463 | 0.2942925 | -4.27040 26.89226 85.18508 -5.42372 
997   | 0.1843 |  0.993 | 0.0109299 |  0.0171283 | 0.2922780 | -4.27009 26.89193 85.18581 -5.42383 
998   | 0.2129 |  0.993 | 0.0093977 |  0.0170110 | 0.2902774 | -4.27047 26.89263 85.18629 -5.42382 
999   | 0.1843 |  0.993 | 0.0107808 |  0.0168946 | 0.2882904 | -4.27017 26.89231 85.18701 -5.42392 
1000   | 0.2129 |  0.993 | 0.0092695 |  0.0167789 | 0.2863171 | -4.27054 26.89299 85.18748 -5.42391 
1001   | 0.1843 |  0.993 | 0.0106337 |  0.0166641 | 0.2843572 | -4.27024 26.89267 85.18819 -5.42401 
1002   | 0.2129 |  0.993 | 0.0091430 |  0.0165500 | 0.2824108 | -4.27061 26.89335 85.18865 -5.42400 
1003   | 0.1843 |  0.993 | 0.0104887 |  0.0164367 | 0.2804777 | -4.27031 26.89304 85.18935 -5.42410 
1004   | 0.2129 |  0.993 | 0.0090182 |  0.0163242 | 0.2785578 | -4.27068 26.89371 85.18980 -5.42409 
1005   | 0.1843 |  0.993 | 0.0103456 |  0.0162125 | 0.2766511 | -4.27038 26.89340 85.19049 -5.42419 
1006   | 0.2129 |  0.993 | 0.0088952 |  0.0161015 | 0.2747574 | -4.27074 26.89405 85.19094 -5.42418 
1007   | 0.1843 |  0.993 | 0.0102044 |  0.0159913 | 0.2728767 | -4.27045 26.89375 85.19163 -5.42428 
1008   | 0.2129 |  0.993 | 0.0087739 |  0.0158818 | 0.2710088 | -4.27081 26.89440 85.19207 -5.42427 
1009   | 0.1843 |  0.993 | 0.0100652 |  0.0157731 | 0.2691538 | -4.27052 26.89410 85.19274 -5.42436 
1010   | 0.2129 |  0.993 | 0.0086541 |  0.0156651 | 0.2673114 | -4.27087 26.89474 85.19318 -5.42436 
1011   | 0.1843 |  0.993 | 0.0099279 |  0.0155579 | 0.2654817 | -4.27059 26.89444 85.19384 -5.42445 
1012   | 0.2129 |  0.993 | 0.0085361 |  0.0154514 | 0.2636644 | -4.27093 26.89507 85.19427 -5.42444 
1013   | 0.1843 |  0.993 | 0.0097924 |  0.0153457 | 0.2618596 | -4.27066 26.89478 85.19492 -5.42453 
1014   | 0.2129 |  0.993 | 0.0084196 |  0.0152406 | 0.2600672 | -4.27099 26.89541 85.19535 -5.42452 
1015   | 0.1843 |  0.993 | 0.0096588 |  0.0151363 | 0.2582870 | -4.27072 26.89512 85.19599 -5.42462 
1016   | 0.2129 |  0.993 | 0.0083047 |  0.0150327 | 0.2565191 | -4.27106 26.89573 85.19641 -5.42461 
1017   | 0.1843 |  0.993 | 0.0095270 |  0.0149298 | 0.2547632 | -4.27079 26.89545 85.19705 -5.42470 
1018   | 0.2129 |  0.993 | 0.0081914 |  0.0148276 | 0.2530193 | -4.27112 26.89605 85.19746 -5.42469 
1019   | 0.1843 |  0.993 | 0.0093971 |  0.0147261 | 0.2512874 | -4.27085 26.89577 85.19809 -5.42478 
1020   | 0.2129 |  0.993 | 0.0080797 |  0.0146253 | 0.2495673 | -4.27118 26.89637 85.19850 -5.42477 
1021   | 0.1843 |  0.993 | 0.0092689 |  0.0145252 | 0.2478590 | -4.27091 26.89609 85.19912 -5.42486 
1022   | 0.2129 |  0.993 | 0.0079695 |  0.0144258 | 0.2461624 | -4.27123 26.89668 85.19952 -5.42485 
1023   | 0.1843 |  0.993 | 0.0091424 |  0.0143270 | 0.2444774 | -4.27098 26.89641 85.20013 -5.42494 
1024   | 0.2129 |  0.993 | 0.0078607 |  0.0142289 | 0.2428040 | -4.27129 26.89699 85.20053 -5.42493 
1025   | 0.1843 |  0.993 | 0.0090177 |  0.0141315 | 0.2411420 | -4.27104 26.89672 85.20113 -5.42501 
1026   | 0.2129 |  0.993 | 0.0077535 |  0.0140348 | 0.2394914 | -4.27135 26.89730 85.20152 -5.42500 
1027   | 0.1843 |  0.993 | 0.0088946 |  0.0139387 | 0.2378520 | -4.27110 26.89703 85.20211 -5.42509 
1028   | 0.2129 |  0.993 | 0.0076477 |  0.0138433 | 0.2362239 | -4.27141 26.89760 85.20250 -5.42508 
1029   | 0.1843 |  0.993 | 0.0087733 |  0.0137486 | 0.2346070 | -4.27116 26.89734 85.20309 -5.42516 
1030   | 0.2129 |  0.993 | 0.0075434 |  0.0136545 | 0.2330011 | -4.27146 26.89789 85.20347 -5.42516 
1031   | 0.1843 |  0.993 | 0.0086536 |  0.0135610 | 0.2314062 | -4.27122 26.89764 85.20405 -5.42524 
1032   | 0.2129 |  0.993 | 0.0074404 |  0.0134682 | 0.2298222 | -4.27152 26.89819 85.20442 -5.42523 
1033   | 0.1843 |  0.993 | 0.0085355 |  0.0133760 | 0.2282491 | -4.27127 26.89793 85.20499 -5.42531 
1034   | 0.2129 |  0.993 | 0.0073389 |  0.0132844 | 0.2266867 | -4.27157 26.89847 85.20536 -5.42530 
1035   | 0.1843 |  0.993 | 0.0084191 |  0.0131935 | 0.2251350 | -4.27133 26.89822 85.20592 -5.42538 
1036   | 0.2129 |  0.993 | 0.0072388 |  0.0131032 | 0.2235940 | -4.27162 26.89876 85.20629 -5.42538 
1037   | 0.1843 |  0.993 | 0.0083042 |  0.0130135 | 0.2220635 | -4.27139 26.89851 85.20684 -5.42546 
1038   | 0.2129 |  0.993 | 0.0071400 |  0.0129244 | 0.2205434 | -4.27168 26.89904 85.20720 -5.42545 
1039   | 0.1843 |  0.993 | 0.0081909 |  0.0128360 | 0.2190338 | -4.27144 26.89879 85.20775 -5.42553 
1040   | 0.2129 |  0.993 | 0.0070426 |  0.0127481 | 0.2175345 | -4.27173 26.89932 85.20811 -5.42552 
1041   | 0.1843 |  0.993 | 0.0080792 |  0.0126608 | 0.2160455 | -4.27150 26.89907 85.20865 -5.42559 
1042   | 0.2129 |  0.993 | 0.0069465 |  0.0125742 | 0.2145667 | -4.27178 26.89959 85.20900 -5.42559 
1043   | 0.1843 |  0.993 | 0.0079689 |  0.0124881 | 0.2130980 | -4.27155 26.89935 85.20953 -5.42566 
1044   | 0.2129 |  0.993 | 0.0068518 |  0.0124026 | 0.2116393 | -4.27183 26.89986 85.20987 -5.42566 
1045   | 0.1843 |  0.993 | 0.0078602 |  0.0123177 | 0.2101906 | -4.27161 26.89962 85.21040 -5.42573 
1046   | 0.2129 |  0.993 | 0.0067583 |  0.0122334 | 0.2087519 | -4.27188 26.90012 85.21074 -5.42572 
1047   | 0.1843 |  0.993 | 0.0077530 |  0.0121497 | 0.2073229 | -4.27166 26.89989 85.21126 -5.42580 
1048   | 0.2129 |  0.993 | 0.0066661 |  0.0120665 | 0.2059038 | -4.27193 26.90039 85.21159 -5.42579 
1049   | 0.1843 |  0.993 | 0.0076472 |  0.0119839 | 0.2044944 | -4.27171 26.90016 85.21210 -5.42586 
1050   | 0.2129 |  0.993 | 0.0065751 |  0.0119019 | 0.2030946 | -4.27198 26.90064 85.21244 -5.42585 
1051   | 0.1843 |  0.993 | 0.0075429 |  0.0118204 | 0.2017044 | -4.27176 26.90042 85.21294 -5.42593 
1052   | 0.2129 |  0.993 | 0.0064854 |  0.0117395 | 0.2003238 | -4.27202 26.90090 85.21327 -5.42592 
1053   | 0.1843 |  0.993 | 0.0074400 |  0.0116591 | 0.1989526 | -4.27181 26.90068 85.21376 -5.42599 
1054   | 0.2129 |  0.993 | 0.0063970 |  0.0115793 | 0.1975907 | -4.27207 26.90115 85.21409 -5.42598 
